roll_res_fs,ph_fs,td_mm_alwd_fs,pwr_delivery,braking_performance,handling,driven,steered,caster_angle,camber_angle,toe_angle,ld_ip_fs,spd_ip_fs,balanced,rem_life_km_fs
-0.118,-0.385,0.211,0.0,0.0,-0.5,-0.5,-0.5,-0.088,0.051,-0.389,-0.459,0.406,0.5,-0.08
-0.499,-0.288,-0.051,-0.5,-0.5,-0.5,-0.5,0.5,-0.231,0.11,-0.414,0.174,-0.2,0.5,-0.045
-0.085,0.201,-0.2,0.5,0.5,0.5,-0.5,0.5,-0.274,-0.19,0.436,0.031,0.415,0.5,0.112
0.139,-0.07,-0.321,0.0,-0.5,0.5,0.5,-0.5,0.418,0.235,-0.174,-0.163,0.42,0.5,-0.139
-0.167,-0.485,-0.178,0.5,0.5,-0.5,0.5,0.5,-0.097,0.32,-0.148,0.388,0.265,-0.5,-0.127
-0.467,0.247,-0.431,0.5,-0.5,0.5,0.5,0.5,-0.158,0.23,0.349,0.357,-0.457,0.5,-0.083
-0.053,-0.399,0.155,0.0,0.0,0.5,-0.5,-0.5,-0.451,-0.366,-0.063,-0.132,0.388,-0.5,0.144
-0.44,0.2,-0.039,0.5,-0.5,0.5,0.5,-0.5,-0.384,0.197,-0.379,0.029,-0.111,-0.5,-0.052
-0.473,-0.119,-0.02,0.5,0.0,-0.5,0.5,-0.5,-0.323,-0.006,-0.436,0.486,-0.313,-0.5,0.023
0.042,-0.253,-0.414,0.0,0.5,0.5,-0.5,0.5,0.29,0.239,0.049,-0.213,-0.219,0.5,-0.115
-0.374,-0.418,0.143,0.0,0.5,-0.5,-0.5,-0.5,0.423,0.252,0.388,0.4,-0.274,0.5,-0.151
-0.348,-0.373,0.143,-0.5,0.0,0.5,-0.5,0.5,-0.458,0.09,0.481,0.485,0.466,0.5,-0.04
0.236,0.477,-0.077,-0.5,0.0,0.0,-0.5,0.5,0.496,0.062,-0.152,0.103,-0.389,0.5,-0.082
-0.467,-0.428,-0.219,-0.5,0.0,0.0,-0.5,-0.5,-0.35,-0.396,-0.226,0.014,0.108,-0.5,0.143
-0.026,-0.358,-0.112,0.5,0.5,0.0,0.5,-0.5,0.047,0.401,0.251,-0.128,0.482,0.5,-0.129
0.17,-0.059,0.415,0.0,0.5,-0.5,-0.5,0.5,-0.01,-0.328,-0.18,-0.243,0.442,-0.5,0.103
0.41,0.026,-0.368,0.5,-0.5,-0.5,-0.5,-0.5,0.348,0.012,0.404,0.272,-0.299,-0.5,-0.065
0.468,-0.002,-0.474,0.5,0.0,0.5,0.5,0.5,0.363,-0.214,0.126,-0.232,0.471,0.5,0.072
0.283,0.412,0.235,-0.5,0.0,-0.5,-0.5,-0.5,0.046,0.372,-0.015,0.247,-0.053,0.5,-0.085
0.041,0.467,-0.354,-0.5,0.0,-0.5,-0.5,0.5,-0.489,0.097,-0.314,-0.026,-0.48,0.5,-0.025
-0.321,0.445,-0.058,0.5,-0.5,0.0,0.5,0.5,0.062,0.262,0.476,0.183,0.082,0.5,-0.085
-0.365,0.263,0.394,-0.5,0.0,0.5,0.5,0.5,0.253,0.098,0.399,-0.494,0.218,-0.5,-0.107
0.311,-0.125,-0.407,0.0,0.0,0.5,0.5,-0.5,-0.123,0.314,-0.274,0.326,-0.057,0.5,-0.093
-0.257,0.166,0.497,-0.5,0.0,0.5,0.5,-0.5,0.339,-0.146,0.473,0.193,0.403,0.5,0.108
-0.462,-0.038,0.201,0.0,-0.5,-0.5,-0.5,-0.5,0.097,0.292,-0.41,-0.493,-0.138,0.5,-0.078
-0.039,-0.499,-0.258,0.0,0.5,0.0,0.5,0.5,0.358,0.313,-0.134,0.456,0.246,0.5,-0.171
-0.312,0.181,0.279,-0.5,0.5,0.0,0.5,-0.5,-0.243,0.348,0.224,0.399,-0.419,-0.5,-0.045
0.056,-0.372,0.033,0.0,-0.5,0.0,-0.5,-0.5,-0.062,-0.286,-0.298,0.226,-0.306,0.5,0.161
0.026,-0.301,-0.051,-0.5,0.5,0.5,0.5,-0.5,0.441,-0.438,0.352,-0.01,0.116,0.5,0.076
-0.254,0.427,-0.305,-0.5,0.5,-0.5,0.5,0.5,0.235,0.151,0.296,-0.034,0.123,-0.5,-0.109
-0.057,-0.141,0.267,0.5,-0.5,-0.5,0.5,0.5,-0.074,-0.259,-0.086,0.309,0.058,0.5,0.148
0.351,-0.409,-0.043,0.5,0.5,0.0,0.5,-0.5,-0.099,0.365,-0.212,-0.341,0.331,0.5,-0.134
0.079,0.431,0.179,0.5,0.0,0.5,0.5,-0.5,-0.121,-0.193,-0.217,-0.182,0.401,-0.5,0.075
0.2,-0.177,0.035,0.0,-0.5,0.5,0.5,-0.5,-0.036,-0.275,0.239,0.236,-0.487,0.5,0.161
-0.229,0.037,0.384,0.0,0.5,0.0,0.5,0.5,0.042,0.301,-0.184,0.262,-0.028,-0.5,-0.092
-0.124,0.226,-0.228,0.5,0.5,0.0,-0.5,-0.5,0.441,-0.038,0.347,0.391,0.401,-0.5,-0.003
0.444,-0.432,0.336,0.0,-0.5,0.0,-0.5,-0.5,0.392,0.144,0.437,0.219,0.08,-0.5,-0.161
0.056,0.01,0.189,0.5,0.5,0.5,0.5,0.5,-0.062,0.4,0.494,0.269,0.435,0.5,-0.087
-0.357,0.413,-0.142,-0.5,0.0,0.0,-0.5,0.5,0.272,-0.352,-0.178,-0.444,0.217,0.5,0.097
-0.36,-0.249,0.196,0.0,0.5,0.5,0.5,0.5,0.219,-0.074,0.48,0.063,-0.294,0.5,-0.003
-0.274,-0.091,-0.141,0.0,-0.5,0.0,-0.5,0.5,-0.373,0.18,-0.048,0.475,-0.434,-0.5,-0.037
0.025,0.432,0.323,0.0,0.0,-0.5,-0.5,0.5,-0.377,-0.363,-0.218,0.072,-0.069,0.5,0.207
0.197,-0.347,0.367,0.0,0.0,0.5,-0.5,0.5,-0.046,0.35,0.408,0.239,0.354,-0.5,-0.142
-0.25,-0.319,0.241,-0.5,-0.5,0.5,0.5,-0.5,-0.016,0.296,-0.312,0.029,0.372,0.5,-0.139
-0.333,0.444,0.386,-0.5,0.5,-0.5,0.5,0.5,0.424,-0.006,0.022,0.202,0.313,-0.5,-0.064
0.375,-0.093,0.144,-0.5,0.0,0.0,-0.5,-0.5,-0.409,-0.43,-0.267,-0.355,-0.018,0.5,0.157
-0.441,-0.489,0.478,0.5,0.5,0.0,0.5,-0.5,0.396,0.301,-0.294,-0.49,0.198,0.5,-0.168
-0.058,0.434,0.16,-0.5,0.5,0.0,0.5,0.5,-0.187,0.284,0.164,0.074,-0.009,-0.5,-0.073
0.283,-0.086,0.017,-0.5,-0.5,-0.5,-0.5,0.5,0.261,0.173,-0.246,0.341,0.281,0.5,-0.127
-0.407,0.434,-0.364,-0.5,0.0,-0.5,0.5,-0.5,0.481,0.44,-0.21,-0.171,-0.258,-0.5,-0.131
-0.02,0.33,0.131,0.0,0.0,0.0,0.5,0.5,0.075,-0.089,-0.294,0.116,0.4,-0.5,0.103
0.153,-0.157,0.159,0.5,-0.5,0.0,0.5,-0.5,-0.275,-0.352,0.476,-0.073,-0.343,0.5,0.15
-0.351,-0.466,-0.358,0.0,-0.5,0.0,0.5,0.5,0.3,-0.423,0.373,0.134,0.084,0.5,0.109
0.072,-0.272,0.243,0.0,-0.5,-0.5,-0.5,-0.5,-0.472,-0.254,0.433,0.154,0.114,0.5,0.187
0.431,-0.104,0.468,0.5,0.5,0.5,-0.5,0.5,-0.11,0.256,0.341,-0.2,0.32,-0.5,-0.099
0.493,0.101,0.157,0.5,0.0,0.0,-0.5,0.5,0.034,-0.399,0.296,0.399,-0.328,0.5,0.189
0.459,-0.45,-0.291,0.0,0.5,0.5,0.5,-0.5,0.353,0.402,0.326,0.471,-0.102,-0.5,-0.17
0.071,0.424,0.441,0.5,-0.5,-0.5,0.5,-0.5,0.378,-0.086,0.366,-0.164,0.307,0.5,0.038
-0.254,-0.294,0.262,-0.5,0.0,-0.5,-0.5,-0.5,0.287,0.033,0.246,0.216,0.362,0.5,-0.127
-0.332,-0.419,-0.238,0.0,0.0,0.0,-0.5,0.5,-0.269,-0.419,0.133,0.383,-0.025,0.5,0.237
-0.418,-0.399,0.403,0.5,0.0,0.5,0.5,0.5,-0.013,-0.092,-0.045,-0.492,0.25,-0.5,0.02
0.363,0.056,0.328,0.0,0.0,0.0,0.5,0.5,0.356,-0.441,0.274,0.269,-0.337,0.5,0.158
-0.205,0.309,0.337,0.5,0.5,-0.5,-0.5,-0.5,-0.128,-0.17,-0.291,0.289,0.445,-0.5,0.129
-0.26,-0.248,0.454,-0.5,0.5,0.0,0.5,-0.5,0.257,-0.383,-0.307,0.14,0.142,-0.5,0.139
0.042,0.127,0.27,0.0,-0.5,0.0,-0.5,-0.5,-0.172,0.188,0.111,-0.36,-0.009,0.5,-0.091
-0.309,-0.424,-0.4,-0.5,0.5,0.5,-0.5,0.5,0.059,0.421,-0.281,0.442,-0.205,-0.5,-0.116
0.245,0.06,-0.498,-0.5,0.5,0.5,0.5,-0.5,-0.076,0.332,-0.309,-0.184,-0.47,-0.5,-0.087
0.359,-0.289,0.389,0.0,0.5,0.0,0.5,-0.5,-0.005,-0.008,-0.183,-0.134,0.182,0.5,-0.087
0.486,0.492,-0.035,0.5,-0.5,0.0,0.5,-0.5,-0.476,-0.002,-0.181,0.011,0.406,0.5,-0.003
-0.402,0.422,0.184,0.0,-0.5,-0.5,0.5,0.5,0.328,-0.344,-0.084,0.157,0.39,0.5,0.135
0.36,0.213,0.342,0.0,0.0,0.5,-0.5,-0.5,0.42,0.484,0.03,-0.259,0.254,0.5,-0.139
0.284,-0.182,-0.368,-0.5,-0.5,-0.5,0.5,0.5,0.303,-0.491,0.317,-0.296,0.207,0.5,0.089
0.285,0.465,-0.477,0.0,0.0,-0.5,-0.5,-0.5,-0.194,0.096,0.122,-0.402,-0.363,-0.5,-0.053
0.021,0.468,-0.22,0.5,0.0,-0.5,0.5,-0.5,0.019,0.037,0.125,-0.114,0.165,-0.5,-0.035
-0.381,-0.035,-0.476,0.5,0.5,0.5,-0.5,-0.5,0.187,0.412,0.232,-0.216,0.132,0.5,-0.098
-0.006,0.449,-0.414,0.0,-0.5,0.0,-0.5,0.5,0.382,0.249,-0.162,0.107,0.13,0.5,-0.121
0.24,0.305,0.28,-0.5,-0.5,0.5,0.5,0.5,0.391,-0.328,0.276,0.16,-0.096,-0.5,0.131
0.408,-0.456,0.429,-0.5,0.0,-0.5,0.5,-0.5,0.499,-0.089,0.47,-0.003,0.233,0.5,0.01
-0.353,0.178,0.208,-0.5,0.0,-0.5,0.5,0.5,0.014,0.445,-0.184,0.434,-0.254,0.5,-0.081
-0.064,0.282,0.097,0.0,0.0,0.0,-0.5,-0.5,0.302,0.374,0.303,0.333,-0.067,0.5,-0.116
-0.387,0.361,0.117,-0.5,0.0,0.0,-0.5,-0.5,-0.096,-0.073,-0.362,0.139,0.128,0.5,0.039
-0.455,0.074,-0.368,0.5,0.0,0.5,-0.5,-0.5,0.12,0.379,-0.267,0.441,-0.485,-0.5,-0.076
0.473,-0.06,0.304,-0.5,-0.5,-0.5,0.5,-0.5,-0.217,0.296,-0.391,-0.48,0.058,0.5,-0.078
-0.172,-0.125,0.055,0.0,0.0,0.5,0.5,-0.5,0.086,0.104,-0.388,0.344,-0.45,0.5,-0.057
0.474,0.079,0.182,0.0,0.5,0.5,0.5,0.5,0.165,-0.361,-0.218,0.163,-0.191,-0.5,0.142
0.353,-0.465,0.072,0.0,0.5,-0.5,0.5,-0.5,0.464,0.495,-0.139,-0.466,0.084,0.5,-0.171
0.047,-0.467,-0.176,-0.5,0.0,0.0,0.5,-0.5,-0.454,0.135,0.324,0.212,0.405,0.5,-0.059
-0.375,0.137,-0.213,0.5,-0.5,-0.5,-0.5,0.5,-0.48,0.033,0.311,0.024,-0.039,-0.5,-0.002
-0.372,0.094,-0.395,0.0,-0.5,0.0,0.5,-0.5,-0.216,-0.467,0.329,-0.041,-0.404,-0.5,0.148
-0.117,-0.413,-0.01,0.0,0.0,-0.5,-0.5,0.5,-0.245,-0.069,-0.21,0.37,-0.452,-0.5,0.038
-0.094,-0.359,-0.369,-0.5,-0.5,0.5,0.5,0.5,-0.203,0.242,0.032,-0.426,-0.048,-0.5,-0.15
0.42,-0.248,-0.196,-0.5,0.0,0.5,-0.5,0.5,-0.18,-0.015,0.134,0.435,-0.023,0.5,-0.02
-0.303,-0.062,-0.283,0.5,0.0,0.5,-0.5,0.5,-0.188,0.119,-0.008,0.403,0.423,-0.5,-0.038
0.032,0.385,0.059,0.0,-0.5,-0.5,-0.5,-0.5,-0.282,-0.267,0.447,0.197,-0.147,0.5,0.221
0.052,0.192,0.425,0.5,0.0,0.0,0.5,-0.5,0.284,0.238,0.374,-0.19,0.491,-0.5,-0.145
0.421,-0.047,0.05,0.0,0.5,0.0,-0.5,-0.5,-0.384,0.458,0.469,0.433,0.054,-0.5,-0.037
0.109,0.05,-0.334,0.0,0.5,-0.5,0.5,0.5,0.483,0.48,0.163,-0.4,-0.153,-0.5,-0.127
-0.216,0.06,-0.32,0.0,-0.5,0.0,-0.5,0.5,-0.072,0.032,-0.052,-0.037,0.058,-0.5,-0.024
0.348,0.263,-0.145,0.5,0.5,-0.5,-0.5,0.5,-0.207,0.349,0.118,-0.44,0.219,0.5,-0.06
0.062,-0.256,-0.349,0.0,0.0,-0.5,0.5,-0.5,-0.336,-0.237,0.314,0.335,0.271,-0.5,0.2
0.354,0.231,-0.415,-0.5,0.0,-0.5,-0.5,-0.5,-0.224,-0.367,0.344,-0.427,-0.348,0.5,0.155
-0.017,-0.408,-0.24,0.5,0.0,-0.5,0.5,0.5,-0.131,-0.111,-0.032,0.294,0.344,0.5,0.095
0.027,-0.355,0.249,0.0,-0.5,0.0,-0.5,-0.5,0.084,0.491,-0.34,-0.174,-0.164,-0.5,-0.138
-0.219,0.27,0.062,-0.5,0.5,0.5,-0.5,0.5,-0.226,-0.299,-0.286,0.288,0.197,-0.5,0.215
-0.112,-0.457,-0.18,0.5,0.5,0.0,0.5,0.5,-0.116,0.44,0.349,-0.226,0.308,-0.5,-0.133
-0.064,-0.489,-0.14,0.5,0.5,0.0,0.5,0.5,0.115,-0.038,0.474,-0.131,-0.04,-0.5,-0.056
0.075,-0.441,-0.021,0.5,-0.5,0.0,0.5,0.5,0.215,-0.339,0.224,0.287,-0.109,0.5,0.14
0.424,0.118,0.241,-0.5,0.5,-0.5,0.5,0.5,-0.334,-0.027,-0.459,-0.327,0.185,0.5,0.012
0.335,-0.387,0.323,0.5,0.0,-0.5,-0.5,0.5,0.275,0.067,-0.022,-0.178,0.045,-0.5,-0.141
0.003,-0.217,0.022,-0.5,0.5,0.5,0.5,-0.5,0.243,-0.053,0.265,0.284,-0.303,-0.5,0.003
-0.045,-0.229,-0.289,0.0,0.0,0.0,0.5,-0.5,-0.465,-0.457,0.192,-0.039,-0.127,0.5,0.139
-0.343,-0.166,-0.368,0.5,-0.5,0.0,-0.5,-0.5,-0.319,-0.298,-0.439,-0.456,0.305,-0.5,0.141
-0.133,-0.301,0.173,0.0,0.0,0.0,0.5,-0.5,-0.105,0.06,-0.063,0.299,0.161,-0.5,-0.087
-0.269,-0.021,0.284,0.5,-0.5,0.5,0.5,0.5,0.461,0.226,-0.166,0.232,-0.312,0.5,-0.135
-0.171,-0.136,0.193,0.0,0.0,-0.5,-0.5,0.5,-0.198,0.088,0.191,0.306,0.351,0.5,-0.038
0.186,0.12,-0.134,0.0,0.0,0.0,-0.5,0.5,-0.002,0.059,-0.386,0.143,-0.258,-0.5,-0.038
0.104,-0.419,0.074,0.5,-0.5,0.5,0.5,-0.5,-0.203,-0.401,-0.483,-0.356,-0.388,0.5,0.083
-0.341,-0.126,0.063,0.5,-0.5,-0.5,-0.5,-0.5,-0.256,-0.456,-0.367,-0.223,-0.194,0.5,0.154
-0.006,-0.053,0.136,-0.5,-0.5,0.5,-0.5,0.5,-0.269,0.101,0.22,-0.119,-0.088,-0.5,-0.018
-0.187,-0.018,-0.26,-0.5,0.0,0.5,-0.5,-0.5,0.29,0.16,0.377,-0.267,0.279,0.5,-0.119
-0.44,0.015,0.421,-0.5,-0.5,0.5,-0.5,0.5,-0.068,-0.045,0.258,-0.218,-0.184,-0.5,0.005
-0.156,0.215,-0.443,-0.5,0.0,0.0,0.5,0.5,0.407,0.014,-0.178,-0.408,-0.491,-0.5,-0.066
0.066,0.104,0.13,-0.5,-0.5,-0.5,0.5,-0.5,0.05,0.227,-0.145,0.185,-0.061,0.5,-0.093
-0.233,-0.475,0.477,0.0,0.0,0.0,0.5,-0.5,0.498,0.204,-0.122,-0.433,-0.484,0.5,-0.193
-0.01,-0.066,0.063,-0.5,-0.5,-0.5,0.5,0.5,0.173,-0.166,0.069,0.017,0.108,0.5,0.06
-0.242,0.158,0.423,0.5,-0.5,0.0,-0.5,0.5,0.262,0.41,-0.36,0.231,-0.481,-0.5,-0.128
-0.293,0.078,-0.302,-0.5,-0.5,0.0,0.5,0.5,0.479,0.057,0.173,-0.225,0.057,0.5,-0.08
-0.227,0.279,0.092,-0.5,0.5,-0.5,-0.5,-0.5,-0.079,0.439,0.215,0.497,0.249,0.5,-0.061
-0.114,-0.195,0.171,0.5,0.0,0.0,-0.5,0.5,-0.297,0.406,-0.15,0.221,-0.128,0.5,-0.042
0.342,-0.45,-0.008,0.5,-0.5,0.5,-0.5,0.5,0.441,-0.404,-0.227,0.332,-0.284,0.5,0.158
-0.498,0.227,0.193,-0.5,0.0,0.0,-0.5,-0.5,0.416,0.03,0.083,0.176,-0.231,0.5,-0.066
0.276,-0.045,0.429,0.0,0.0,0.0,0.5,0.5,0.417,0.355,-0.47,-0.14,-0.237,-0.5,-0.152
-0.103,0.295,-0.373,0.0,0.5,0.5,-0.5,0.5,0.234,-0.353,0.066,0.098,-0.0,-0.5,0.146
-0.091,0.363,0.175,0.5,0.0,0.5,0.5,0.5,-0.19,-0.367,0.295,0.036,0.179,0.5,0.109
-0.471,0.164,-0.186,-0.5,0.5,0.5,-0.5,-0.5,-0.379,-0.262,-0.387,0.239,0.288,-0.5,0.217
-0.289,-0.325,-0.122,-0.5,0.0,-0.5,-0.5,0.5,-0.259,-0.269,0.404,0.167,0.464,-0.5,0.176
-0.168,0.089,0.464,-0.5,0.0,-0.5,-0.5,0.5,0.081,0.413,-0.022,0.374,0.483,-0.5,-0.093
0.274,-0.495,0.466,-0.5,0.5,-0.5,0.5,-0.5,-0.203,0.264,0.302,0.464,-0.458,0.5,-0.134
-0.232,0.028,-0.162,0.0,0.5,-0.5,0.5,-0.5,-0.059,-0.074,0.43,-0.421,0.078,-0.5,0.014
0.277,0.397,-0.196,0.5,-0.5,0.0,0.5,0.5,0.359,0.259,0.211,-0.223,-0.143,0.5,-0.146
0.098,-0.31,0.479,0.5,0.0,0.5,-0.5,-0.5,0.171,0.066,-0.113,-0.074,0.337,0.5,-0.128
0.498,0.326,-0.352,0.0,0.5,0.5,-0.5,-0.5,-0.225,0.459,0.038,-0.478,0.029,0.5,-0.055
0.169,0.036,-0.27,0.5,-0.5,-0.5,-0.5,0.5,0.029,-0.451,0.157,0.139,-0.172,-0.5,0.157
0.454,-0.452,0.214,0.0,0.0,0.0,0.5,-0.5,0.231,0.415,-0.194,-0.062,-0.246,0.5,-0.193
0.274,0.475,0.023,0.5,0.5,-0.5,0.5,-0.5,-0.45,-0.434,0.276,-0.482,0.219,-0.5,0.148
0.059,-0.194,-0.003,0.0,0.0,0.0,-0.5,0.5,-0.303,0.459,0.465,-0.216,-0.317,0.5,-0.073
0.26,-0.274,-0.321,-0.5,0.0,0.0,-0.5,0.5,-0.018,0.455,-0.027,-0.271,0.008,0.5,-0.146
-0.278,0.008,0.183,0.0,-0.5,-0.5,-0.5,-0.5,-0.209,-0.334,-0.192,0.141,-0.425,-0.5,0.209
0.476,0.312,-0.476,-0.5,0.5,-0.5,-0.5,-0.5,-0.454,-0.401,0.107,-0.124,0.406,0.5,0.155
-0.434,0.294,0.029,0.0,0.0,-0.5,-0.5,-0.5,0.397,-0.149,-0.191,-0.208,0.074,0.5,0.066
0.371,-0.002,-0.079,0.0,0.5,0.5,0.5,0.5,0.377,0.159,-0.024,0.326,-0.085,0.5,-0.117
0.331,-0.168,0.451,-0.5,0.0,-0.5,-0.5,-0.5,-0.451,0.239,-0.063,0.039,0.43,-0.5,-0.066
-0.298,-0.317,0.36,-0.5,-0.5,0.0,-0.5,0.5,0.196,-0.42,0.051,0.255,0.02,-0.5,0.161
-0.062,0.012,-0.319,0.0,0.5,0.5,0.5,-0.5,-0.182,0.143,-0.428,0.281,0.351,0.5,-0.067
-0.208,-0.017,0.263,0.5,-0.5,0.0,-0.5,-0.5,-0.1,-0.299,-0.32,0.304,0.311,0.5,0.168
0.441,-0.402,-0.432,0.0,0.5,0.0,-0.5,-0.5,0.31,0.253,-0.27,-0.03,0.192,0.5,-0.167
0.482,0.359,0.001,0.5,0.5,0.5,0.5,-0.5,-0.192,-0.431,-0.238,-0.176,-0.204,-0.5,0.109
-0.047,-0.39,-0.123,0.0,0.5,0.0,-0.5,0.5,-0.092,0.088,0.18,0.233,-0.337,-0.5,-0.072
0.368,-0.311,-0.171,0.0,0.5,0.0,-0.5,-0.5,0.132,0.376,-0.203,0.302,0.44,0.5,-0.12
-0.387,0.156,-0.349,-0.5,0.0,0.5,-0.5,0.5,-0.432,0.43,0.386,0.048,0.221,0.5,-0.045
-0.14,-0.125,0.49,0.0,0.0,0.5,-0.5,-0.5,-0.306,-0.004,0.319,-0.136,0.393,0.5,0.002
-0.052,-0.093,0.256,0.5,0.5,0.0,-0.5,-0.5,0.026,-0.281,0.125,-0.224,-0.315,-0.5,0.103
0.378,-0.158,0.268,-0.5,0.0,-0.5,0.5,0.5,0.018,-0.124,-0.449,-0.468,-0.177,0.5,0.045
-0.441,-0.122,0.061,0.0,0.0,0.5,0.5,-0.5,-0.025,-0.095,-0.029,0.332,-0.095,-0.5,0.117
0.14,0.018,-0.394,0.5,0.5,0.0,0.5,-0.5,0.307,-0.201,0.05,-0.23,0.317,-0.5,0.082
0.317,-0.24,-0.005,0.0,0.0,-0.5,0.5,0.5,-0.191,0.371,0.2,0.095,-0.052,0.5,-0.097
-0.299,-0.173,0.087,0.5,0.5,0.5,-0.5,-0.5,-0.478,0.18,-0.222,0.47,-0.013,0.5,-0.023
0.489,0.448,-0.198,0.5,0.5,-0.5,0.5,-0.5,0.314,-0.011,-0.432,-0.186,-0.345,0.5,-0.067
0.324,0.169,0.34,0.0,-0.5,0.0,0.5,-0.5,0.437,-0.171,0.253,0.36,-0.456,-0.5,0.11
0.161,-0.062,-0.274,0.5,-0.5,-0.5,0.5,-0.5,-0.059,-0.335,-0.456,0.232,0.185,0.5,0.178
-0.239,-0.324,0.289,-0.5,0.5,0.5,0.5,-0.5,0.092,-0.08,-0.26,-0.083,-0.297,-0.5,0.026
-0.24,0.2,-0.319,-0.5,0.5,-0.5,-0.5,-0.5,0.138,-0.299,0.237,0.434,0.074,0.5,0.17
-0.408,0.015,-0.289,-0.5,0.5,0.5,0.5,-0.5,0.415,-0.165,0.379,0.469,-0.048,-0.5,0.114
0.46,-0.163,0.35,-0.5,0.5,0.0,0.5,0.5,-0.267,0.32,-0.027,0.457,0.174,0.5,-0.059
0.363,0.485,-0.313,0.0,0.5,-0.5,-0.5,0.5,-0.286,0.28,-0.395,-0.179,0.096,0.5,-0.06
-0.476,-0.389,0.491,0.0,0.5,0.0,0.5,-0.5,0.389,-0.117,-0.197,0.394,0.407,0.5,0.09
-0.169,-0.358,0.007,0.0,-0.5,0.5,-0.5,0.5,-0.396,-0.295,0.413,0.079,0.372,-0.5,0.177
-0.343,-0.418,-0.118,0.0,0.0,-0.5,0.5,0.5,-0.286,0.13,-0.418,-0.139,-0.48,-0.5,-0.07
-0.233,-0.159,0.241,0.5,-0.5,-0.5,0.5,-0.5,-0.15,-0.041,0.001,0.324,-0.292,0.5,0.027
0.356,-0.184,-0.434,0.5,0.5,0.0,-0.5,-0.5,-0.096,-0.472,0.274,-0.365,0.045,-0.5,0.115
0.408,-0.314,-0.452,-0.5,0.5,-0.5,-0.5,0.5,0.46,-0.33,0.463,-0.271,-0.397,0.5,0.08
-0.02,-0.43,0.362,0.0,0.0,-0.5,0.5,-0.5,-0.359,0.114,-0.495,-0.452,0.191,-0.5,-0.073
0.087,0.202,-0.201,-0.5,0.0,-0.5,0.5,0.5,0.407,0.408,-0.211,0.3,-0.087,-0.5,-0.142
0.261,0.116,0.396,0.5,0.5,0.0,-0.5,0.5,0.222,0.265,-0.278,0.208,0.348,0.5,-0.117
0.034,-0.232,0.384,0.5,-0.5,-0.5,0.5,0.5,-0.02,-0.29,-0.481,-0.204,0.385,-0.5,0.08
0.463,0.484,-0.488,0.5,0.0,0.5,0.5,0.5,-0.058,-0.21,0.006,-0.421,0.111,0.5,0.087
0.139,0.011,-0.228,-0.5,0.5,0.5,0.5,-0.5,0.021,0.118,-0.104,0.364,-0.081,-0.5,-0.061
0.352,0.279,0.245,0.5,0.0,0.5,0.5,-0.5,-0.404,-0.466,0.086,-0.345,-0.399,0.5,0.15
0.048,-0.149,-0.353,0.5,0.0,-0.5,0.5,-0.5,0.051,-0.427,0.064,0.445,-0.408,0.5,0.178
0.468,-0.131,-0.203,0.5,0.0,0.0,0.5,-0.5,0.236,0.001,-0.394,0.141,0.152,0.5,-0.072
-0.092,0.145,0.226,0.0,0.0,-0.5,0.5,0.5,0.3,0.043,-0.067,0.019,-0.389,-0.5,-0.075
0.149,0.052,0.123,0.5,-0.5,0.5,0.5,-0.5,-0.003,-0.129,-0.293,0.065,-0.279,-0.5,0.101
0.411,-0.417,0.321,0.0,0.0,0.5,-0.5,-0.5,-0.118,0.483,-0.427,0.165,0.282,-0.5,-0.138
-0.191,-0.497,0.384,0.0,0.0,0.5,0.5,-0.5,0.395,-0.448,-0.264,0.116,0.432,0.5,0.119
0.411,-0.267,-0.233,-0.5,0.0,0.5,0.5,-0.5,-0.179,0.214,-0.378,-0.277,-0.216,-0.5,-0.151
0.369,-0.116,0.262,-0.5,-0.5,0.5,-0.5,0.5,-0.04,0.357,0.296,0.036,-0.42,-0.5,-0.104
-0.391,-0.242,0.235,0.0,-0.5,0.0,-0.5,0.5,-0.22,0.005,0.383,0.068,-0.474,-0.5,0.021
-0.3,0.197,-0.283,0.0,0.0,0.0,-0.5,-0.5,0.015,0.348,0.038,0.124,-0.005,0.5,-0.071
0.251,-0.126,-0.396,-0.5,-0.5,0.5,-0.5,-0.5,-0.162,0.395,0.127,-0.241,0.436,0.5,-0.089
-0.064,0.483,0.366,0.0,-0.5,0.5,0.5,0.5,0.028,0.49,-0.224,0.084,-0.063,-0.5,-0.1
0.457,0.369,0.381,0.0,0.0,0.0,0.5,-0.5,-0.358,-0.081,-0.288,0.415,0.016,0.5,0.155
0.499,-0.372,-0.084,0.5,0.5,-0.5,-0.5,0.5,0.165,0.434,-0.239,-0.453,0.205,0.5,-0.156
-0.044,-0.135,0.294,0.0,-0.5,0.5,-0.5,0.5,-0.211,0.323,-0.257,-0.215,0.412,0.5,-0.064
0.304,-0.338,-0.299,-0.5,0.0,-0.5,-0.5,0.5,-0.222,-0.41,0.094,0.085,-0.424,-0.5,0.203
0.034,0.451,-0.211,0.0,0.0,0.0,-0.5,0.5,-0.102,0.393,-0.286,-0.051,0.438,-0.5,-0.086
-0.474,0.301,0.461,-0.5,-0.5,-0.5,-0.5,0.5,0.499,0.445,0.369,0.463,-0.105,0.5,-0.128
0.311,-0.038,0.07,0.0,0.5,-0.5,-0.5,-0.5,-0.443,-0.342,0.183,-0.256,0.381,0.5,0.155
