und_infl_adj_fs,width_mm_fs,asp_rat_adj_fs,ld_ind_fs,spd_rat_fs,roll_res_fs
-0.266,-0.359,0.175,-0.145,0.078,-0.029
0.185,0.188,-0.471,-0.232,0.218,0.052
-0.225,0.362,-0.279,0.115,0.088,0.037
0.153,0.299,0.167,-0.166,-0.364,0.062
0.394,0.203,0.177,0.244,-0.198,0.074
-0.393,0.299,-0.405,-0.081,-0.136,0.037
-0.026,0.063,0.431,-0.499,-0.006,0.041
0.28,0.28,-0.244,0.397,-0.169,0.063
0.382,-0.073,0.231,0.178,-0.065,0.078
0.196,-0.115,0.125,0.064,-0.149,0.076
-0.284,-0.084,-0.064,0.147,-0.015,0.041
0.317,-0.442,-0.342,-0.466,0.117,0.01
0.09,0.111,0.171,0.255,-0.092,0.07
-0.291,0.391,0.171,-0.322,0.08,0.039
0.178,0.014,-0.242,-0.073,0.344,0.061
0.365,0.137,0.39,-0.238,-0.259,0.068
-0.45,0.236,0.395,0.032,-0.452,-0.011
-0.378,0.335,-0.182,-0.394,-0.016,0.031
0.179,-0.056,0.03,-0.158,-0.193,0.052
-0.279,-0.182,-0.377,-0.275,-0.433,-0.045
0.159,-0.214,0.156,-0.043,0.045,0.011
0.059,0.115,-0.263,-0.039,-0.212,0.047
0.421,-0.22,0.436,-0.024,-0.0,0.013
-0.388,-0.122,-0.066,-0.231,0.292,0.033
-0.13,-0.07,0.171,0.074,0.419,0.048
-0.047,-0.371,0.168,0.196,-0.198,-0.002
0.263,-0.233,-0.173,0.186,0.029,0.009
0.338,-0.067,0.248,0.208,0.32,0.074
0.164,0.064,-0.318,0.183,0.426,0.061
-0.397,0.071,0.244,0.044,0.2,0.044
0.408,-0.355,0.081,-0.115,-0.488,-0.042
0.137,0.079,-0.152,-0.088,-0.316,0.058
-0.154,-0.037,0.363,-0.223,-0.124,0.04
-0.123,0.205,-0.181,0.131,-0.023,0.037
-0.097,0.421,0.029,-0.245,0.348,0.03
-0.32,0.167,-0.041,0.07,-0.458,-0.018
-0.358,0.214,0.422,-0.028,0.147,0.045
0.487,-0.333,0.39,-0.011,0.158,0.013
-0.058,0.133,0.017,0.206,-0.095,0.037
-0.193,0.278,-0.331,-0.313,0.395,0.03
-0.082,0.356,0.492,-0.441,-0.092,0.041
-0.125,0.126,0.266,0.419,-0.045,0.045
0.474,-0.182,-0.393,-0.16,-0.432,0.005
0.326,-0.269,0.227,0.002,0.057,0.013
0.273,0.428,0.265,0.272,0.365,0.074
-0.281,-0.213,-0.072,0.216,-0.271,-0.034
0.145,0.127,0.309,0.35,0.408,0.072
0.031,-0.276,0.496,0.471,-0.334,0.001
0.424,-0.042,-0.149,0.046,0.436,0.063
0.419,-0.378,-0.07,0.301,-0.132,0.009
-0.284,0.435,-0.336,-0.392,0.412,0.031
0.083,-0.236,-0.012,0.276,0.297,0.006
0.046,-0.392,-0.161,-0.335,-0.02,-0.003
-0.202,0.22,0.349,0.163,-0.454,-0.007
-0.492,0.097,-0.101,0.163,0.088,0.037
0.056,-0.107,-0.306,-0.001,0.329,0.051
-0.18,-0.209,-0.024,0.286,0.184,-0.025
-0.264,-0.36,0.305,-0.173,0.183,-0.028
-0.203,0.459,-0.019,0.08,-0.36,0.037
-0.19,0.498,-0.446,0.03,-0.267,0.037
0.133,-0.247,0.12,0.183,-0.054,0.01
0.314,0.453,0.312,-0.297,-0.347,0.064
0.046,0.034,-0.348,0.235,-0.24,0.047
-0.158,0.424,0.489,-0.309,-0.073,0.04
-0.334,0.411,-0.008,-0.497,0.225,0.031
0.425,0.272,-0.475,0.155,0.17,0.063
0.134,-0.185,-0.179,0.27,0.368,0.009
0.032,-0.265,-0.308,0.019,0.394,-0.001
-0.319,-0.292,-0.153,-0.292,0.263,-0.04
-0.078,-0.158,0.222,-0.494,0.003,-0.0
-0.164,0.38,0.113,0.168,0.027,0.044
-0.134,0.132,0.236,0.346,-0.446,0.028
-0.29,-0.198,0.021,0.04,0.214,-0.033
0.166,0.103,0.08,0.326,-0.183,0.07
0.155,0.269,-0.449,0.296,-0.155,0.061
-0.101,-0.48,-0.498,0.218,-0.362,-0.024
0.316,0.454,-0.116,-0.342,-0.388,0.049
-0.234,-0.335,-0.475,0.379,0.451,-0.03
-0.328,-0.335,0.19,-0.307,0.114,-0.037
-0.038,0.064,-0.359,0.494,-0.153,0.037
0.229,-0.108,-0.228,-0.086,0.161,0.066
-0.238,0.019,-0.041,-0.113,0.226,0.037
0.379,0.273,-0.19,-0.445,0.003,0.054
0.122,0.327,-0.234,-0.347,0.173,0.052
0.318,0.134,-0.352,0.233,-0.297,0.06
-0.265,0.079,-0.339,0.296,0.427,0.037
0.432,-0.42,-0.173,-0.495,-0.106,0.01
-0.468,-0.143,-0.012,-0.105,-0.103,-0.033
-0.244,-0.287,-0.077,0.132,-0.257,-0.03
-0.121,0.163,0.401,-0.201,-0.079,0.04
-0.197,-0.273,-0.035,-0.438,0.057,-0.031
-0.218,0.039,-0.208,0.041,-0.298,0.037
0.133,-0.439,-0.481,-0.14,0.094,0.004
0.345,-0.481,0.107,0.117,0.468,0.012
0.469,0.211,-0.017,0.107,-0.247,0.063
-0.014,-0.039,-0.453,-0.446,-0.232,0.031
0.436,-0.342,-0.187,0.414,-0.074,0.009
0.283,0.341,0.328,0.254,-0.5,0.029
-0.244,0.137,-0.487,0.328,-0.06,0.037
0.416,-0.214,-0.069,0.064,0.352,0.009
0.032,0.449,-0.055,-0.409,-0.136,0.042
-0.214,0.138,0.046,0.146,0.012,0.037
-0.431,0.214,0.343,-0.389,0.246,0.041
-0.311,-0.013,0.387,0.437,-0.394,0.029
0.073,-0.063,0.059,0.124,0.13,0.054
0.175,0.422,0.017,0.327,-0.386,0.055
-0.374,0.256,0.144,0.189,-0.254,0.044
0.357,-0.351,-0.246,-0.235,-0.051,0.006
-0.221,0.36,-0.116,0.272,-0.327,0.037
-0.49,0.273,-0.071,-0.352,0.322,0.031
-0.244,-0.093,0.16,-0.141,0.085,0.042
0.448,0.007,0.434,0.087,-0.166,0.074
0.101,-0.305,0.101,-0.485,0.478,0.011
0.078,-0.475,-0.424,0.354,-0.453,-0.029
0.35,0.24,-0.189,-0.337,-0.121,0.054
0.442,-0.316,0.221,-0.13,0.212,0.013
0.067,0.275,0.366,0.371,0.247,0.055
-0.079,0.077,-0.011,0.141,-0.078,0.037
-0.026,-0.235,0.266,-0.182,-0.231,-0.004
-0.29,-0.036,-0.26,0.066,0.473,0.037
0.42,0.083,-0.207,0.328,-0.166,0.063
-0.171,0.031,-0.336,-0.329,0.216,0.03
-0.017,0.215,-0.037,-0.419,-0.132,0.031
-0.114,0.495,-0.433,-0.377,-0.412,0.012
0.1,0.238,-0.487,0.358,-0.035,0.06
0.114,-0.134,-0.199,0.369,-0.248,0.066
0.209,0.319,-0.143,0.031,-0.124,0.061
-0.358,0.048,0.313,0.085,-0.054,0.045
-0.379,0.345,-0.477,0.25,0.241,0.037
0.223,0.308,0.445,0.422,-0.145,0.072
-0.213,0.047,-0.321,-0.35,-0.285,0.031
0.483,-0.174,0.373,-0.005,-0.278,0.013
-0.0,-0.29,0.104,-0.281,0.108,-0.005
-0.437,-0.116,-0.436,0.077,0.479,0.041
-0.291,-0.189,0.232,0.425,0.194,-0.031
0.273,-0.25,0.303,-0.392,-0.44,0.012
-0.139,-0.418,-0.377,0.382,-0.259,-0.024
-0.21,-0.195,-0.397,0.297,-0.205,-0.026
0.205,0.07,0.146,0.41,-0.474,0.035
0.391,0.293,0.096,0.407,0.276,0.072
-0.217,0.03,-0.252,0.443,-0.362,0.037
-0.421,0.096,-0.442,0.211,-0.021,0.037
0.427,-0.446,-0.046,0.175,0.239,0.009
-0.244,0.112,-0.107,0.103,0.386,0.037
0.38,-0.101,0.331,0.296,0.047,0.078
-0.167,-0.092,0.034,0.484,0.048,0.041
-0.235,-0.368,0.047,-0.174,0.275,-0.031
-0.337,-0.123,-0.118,-0.37,0.202,0.034
0.214,0.444,0.184,0.196,0.042,0.072
-0.343,0.088,0.428,0.246,0.432,0.045
-0.466,-0.258,0.396,-0.303,0.015,-0.036
-0.28,0.024,0.411,-0.088,0.39,0.045
-0.383,0.202,-0.245,-0.04,0.139,0.037
-0.162,-0.02,0.135,-0.478,-0.275,0.039
0.488,0.468,-0.018,-0.319,-0.111,0.054
0.488,-0.455,-0.371,0.364,0.026,0.009
-0.145,-0.065,-0.429,0.44,-0.073,0.037
-0.298,0.21,0.497,0.213,-0.13,0.045
0.321,0.296,-0.311,-0.275,0.321,0.054
-0.309,0.395,-0.168,-0.467,0.179,0.031
0.002,-0.097,0.346,-0.421,0.418,0.043
-0.344,0.055,0.369,0.461,-0.092,0.045
-0.177,-0.335,0.136,-0.057,-0.265,-0.026
-0.498,0.378,0.189,-0.472,-0.26,0.04
-0.075,-0.393,-0.048,0.318,-0.297,-0.005
-0.01,0.269,0.391,-0.367,0.359,0.041
0.496,0.249,0.401,-0.148,0.227,0.068
-0.3,-0.128,-0.488,-0.279,-0.478,-0.021
-0.084,0.178,-0.31,0.314,-0.037,0.037
0.477,-0.102,0.148,0.258,0.138,0.076
0.468,0.24,0.158,0.393,-0.336,0.071
-0.395,-0.137,-0.067,-0.214,0.426,-0.037
-0.159,0.2,0.242,0.028,0.326,0.044
0.093,0.254,-0.438,-0.371,-0.498,0.01
0.192,0.045,-0.229,0.153,0.058,0.061
0.25,0.346,0.372,0.209,0.317,0.074
-0.233,-0.257,-0.376,-0.134,0.195,-0.032
0.216,-0.096,0.419,-0.332,-0.315,0.066
-0.06,-0.039,-0.126,-0.43,-0.115,0.031
-0.437,-0.271,0.461,0.061,0.196,-0.034
-0.455,-0.034,0.092,0.286,-0.482,-0.011
-0.413,0.273,0.043,0.317,-0.28,0.037
-0.245,-0.149,0.423,0.175,-0.263,-0.023
-0.074,0.445,0.333,0.474,0.065,0.045
-0.156,0.182,0.337,0.375,0.301,0.045
0.347,-0.209,0.042,-0.085,-0.406,0.006
0.339,-0.082,-0.239,0.053,-0.028,0.066
-0.366,0.074,-0.253,-0.454,-0.272,0.031
0.084,0.45,-0.471,-0.072,-0.445,0.055
-0.45,-0.187,0.345,0.169,0.347,-0.031
-0.437,0.29,0.188,0.123,0.121,0.044
-0.471,-0.022,0.045,-0.27,0.072,0.03
0.272,-0.499,-0.067,0.324,0.224,0.009
-0.349,-0.465,-0.289,-0.268,-0.343,-0.04
0.489,0.331,-0.331,-0.223,0.123,0.054
-0.458,0.314,-0.407,-0.434,-0.023,0.031
0.21,-0.292,0.079,0.42,-0.066,0.012
-0.229,-0.183,0.148,-0.388,0.293,-0.025
-0.159,-0.35,-0.48,-0.086,0.164,-0.024
-0.465,-0.338,-0.381,-0.364,0.285,-0.04
0.433,-0.076,-0.318,0.385,0.303,0.066
-0.098,-0.079,0.18,-0.358,-0.204,0.043
0.091,0.242,-0.064,0.395,0.436,0.06
0.181,-0.451,-0.183,-0.388,-0.161,0.01
0.092,-0.392,-0.065,-0.05,0.493,0.006
0.487,0.141,0.437,0.172,-0.134,0.074
-0.036,0.244,0.167,-0.401,0.012,0.04
0.173,0.339,-0.481,-0.385,0.26,0.052
0.485,-0.371,-0.323,0.359,-0.424,0.006
0.064,-0.042,0.352,-0.048,0.269,0.055
0.141,-0.052,-0.491,-0.36,-0.086,0.052
0.392,-0.202,0.181,-0.244,0.171,0.012
0.205,-0.391,0.291,-0.006,-0.243,0.013
-0.083,-0.114,0.334,-0.36,-0.492,0.001
-0.468,-0.155,-0.061,-0.137,0.42,-0.037
-0.406,0.164,-0.177,0.374,0.415,0.037
0.042,-0.142,-0.453,0.427,-0.206,-0.001
0.482,0.197,-0.251,0.426,-0.167,0.063
-0.337,-0.04,-0.246,-0.081,-0.29,0.037
0.164,-0.433,0.225,0.208,-0.103,0.011
0.284,0.285,0.06,0.194,-0.364,0.069
0.234,-0.228,-0.059,-0.103,-0.238,0.009
-0.046,0.027,-0.349,0.376,0.331,0.037
0.366,-0.156,-0.227,0.031,-0.132,0.011
0.052,0.158,0.045,-0.387,0.489,0.042
-0.497,0.272,-0.254,-0.217,-0.065,0.03
-0.307,-0.052,-0.494,0.037,0.472,0.037
-0.256,-0.287,0.089,0.382,-0.227,-0.026
0.174,-0.249,0.127,0.336,0.14,0.01
0.494,-0.483,0.476,-0.431,-0.02,0.014
-0.31,-0.302,-0.473,-0.228,0.445,-0.04
0.257,0.036,-0.012,0.439,0.285,0.063
-0.239,-0.459,-0.164,0.027,-0.431,-0.037
0.376,-0.34,-0.237,0.244,-0.169,0.009
0.464,-0.417,0.139,-0.398,0.101,0.013
-0.377,-0.189,0.413,0.392,0.306,-0.031
0.293,0.246,-0.027,0.42,-0.404,0.058
0.124,0.066,0.367,-0.115,-0.195,0.07
0.446,-0.459,0.487,0.191,-0.37,0.011
0.498,-0.346,-0.25,0.272,-0.257,0.009
-0.302,0.113,0.292,-0.419,0.43,0.041
0.108,0.203,-0.194,-0.329,0.311,0.052
0.306,0.35,0.067,-0.132,-0.297,0.069
-0.414,0.267,0.268,0.26,0.492,0.045
0.161,0.471,0.186,0.301,0.415,0.072
-0.042,0.067,-0.293,-0.238,0.129,0.03
0.373,0.023,0.424,0.408,0.093,0.074
-0.071,-0.39,0.256,0.435,0.009,-0.002
-0.035,0.172,0.141,0.487,0.481,0.044
-0.229,-0.023,-0.159,-0.483,-0.221,0.031
-0.1,-0.187,-0.052,-0.373,-0.079,-0.023
0.499,0.29,-0.016,0.344,0.417,0.063
-0.017,-0.122,0.012,-0.472,-0.298,0.033
0.239,-0.03,-0.05,-0.439,0.176,0.054
-0.361,0.197,0.262,0.399,0.195,0.045
0.109,0.277,0.142,0.288,0.211,0.068
-0.073,0.312,0.392,0.042,-0.371,0.044
0.458,0.044,-0.441,-0.045,0.24,0.063
-0.012,0.032,0.113,0.497,-0.137,0.044
-0.033,0.372,-0.159,-0.248,0.49,0.03
-0.116,0.386,-0.366,-0.276,0.233,0.03
0.065,-0.372,0.417,0.174,0.346,0.003
0.485,-0.284,0.168,-0.018,0.096,0.013
0.331,0.008,0.399,0.393,-0.101,0.074
0.32,0.174,0.074,-0.384,-0.021,0.066
0.142,-0.119,-0.278,0.241,0.431,0.066
-0.474,-0.088,0.399,-0.464,-0.243,0.043
0.135,0.371,-0.225,0.248,-0.436,0.055
-0.47,-0.144,-0.105,0.341,0.412,-0.034
-0.248,0.263,0.114,0.323,-0.036,0.044
0.193,-0.362,-0.057,0.324,0.337,0.009
-0.134,-0.114,-0.486,-0.029,-0.026,0.041
0.342,0.347,-0.328,0.121,0.016,0.063
0.151,0.146,-0.098,-0.323,-0.39,0.047
0.205,0.283,0.066,0.254,0.248,0.07
0.064,0.015,-0.025,-0.173,0.332,0.041
-0.407,0.136,-0.25,-0.316,0.371,0.03
0.12,-0.227,0.484,-0.444,0.344,0.012
0.251,-0.006,-0.034,-0.373,0.044,0.054
-0.025,-0.27,-0.401,-0.132,-0.215,-0.008
0.098,0.142,0.345,-0.397,0.06,0.064
-0.381,0.323,-0.312,0.199,0.167,0.037
-0.386,0.308,-0.119,-0.398,-0.037,0.031
-0.308,-0.026,-0.137,0.183,0.441,0.037
0.065,-0.276,0.434,0.482,0.167,0.003
-0.33,0.122,0.355,-0.329,0.137,0.04
0.159,0.344,-0.006,-0.123,-0.267,0.061
-0.029,-0.399,-0.372,0.087,-0.266,-0.006
-0.497,0.21,-0.274,-0.474,0.386,0.031
0.162,-0.346,-0.411,-0.479,-0.04,0.008
0.079,0.118,0.062,0.416,0.472,0.068
0.198,0.433,0.429,-0.479,-0.436,0.062
0.268,0.479,-0.271,-0.122,0.298,0.063
-0.405,-0.198,-0.222,-0.218,-0.428,-0.045
-0.239,-0.029,-0.252,0.248,-0.215,0.037
0.361,-0.103,0.159,-0.245,0.3,0.07
-0.2,0.357,-0.161,-0.342,-0.034,0.031
0.155,-0.161,0.112,-0.445,-0.096,0.013
-0.054,-0.18,-0.184,0.274,-0.307,-0.006
-0.12,0.286,-0.244,-0.062,-0.299,0.037
0.444,0.496,-0.476,0.175,-0.214,0.063
-0.061,-0.372,0.499,-0.352,-0.252,0.0
0.405,-0.372,-0.488,-0.203,-0.067,0.006
0.388,-0.186,0.491,0.116,-0.455,-0.022
0.026,-0.054,-0.001,-0.236,-0.159,0.041
-0.383,-0.119,-0.099,-0.074,0.186,0.041
-0.263,0.475,-0.187,0.378,-0.335,0.037
-0.215,-0.075,0.19,0.162,0.265,0.048
0.221,0.056,-0.186,0.375,-0.325,0.058
-0.345,0.135,0.448,0.456,0.051,0.045
-0.363,0.453,0.254,-0.151,0.022,0.04
-0.252,0.112,0.336,0.187,-0.173,0.045
-0.264,0.261,-0.265,-0.231,-0.428,0.012
-0.374,-0.157,0.173,0.261,-0.084,-0.031
0.204,-0.14,-0.241,-0.438,0.246,0.012
0.356,-0.402,-0.343,-0.099,0.448,0.009
-0.19,-0.026,-0.104,-0.225,-0.37,0.03
-0.17,0.265,-0.164,-0.177,0.115,0.03
-0.007,0.274,-0.253,-0.334,-0.133,0.031
-0.459,0.172,0.101,0.088,0.03,0.044
0.25,0.339,-0.483,-0.213,0.179,0.054
0.347,0.33,0.119,-0.153,-0.225,0.066
0.225,-0.288,-0.021,-0.323,0.089,0.006
-0.152,0.222,-0.285,-0.388,-0.488,-0.016
-0.461,-0.051,-0.05,-0.069,-0.195,0.037
0.331,-0.141,0.206,-0.487,0.284,0.016
-0.073,-0.389,-0.063,-0.337,-0.234,-0.008
-0.165,-0.429,-0.5,0.047,0.203,-0.024
-0.243,0.24,-0.21,0.001,-0.014,0.037
0.448,-0.203,0.018,0.046,-0.097,0.011
0.405,-0.274,0.373,0.383,-0.111,0.013
0.156,-0.196,-0.452,0.391,0.174,0.009
-0.473,0.046,0.395,0.173,-0.358,0.044
0.18,-0.148,-0.47,-0.263,-0.126,0.008
0.037,-0.183,0.064,0.346,-0.455,-0.03
-0.38,0.126,-0.042,-0.164,0.323,0.03
0.25,-0.094,-0.205,0.142,-0.378,0.06
-0.206,-0.03,-0.022,0.03,-0.374,0.037
0.1,0.1,-0.494,0.35,0.159,0.06
0.123,-0.326,-0.049,-0.467,-0.341,0.007
0.326,0.159,-0.039,-0.248,0.09,0.054
0.094,0.207,0.375,0.401,0.468,0.07
-0.164,0.296,0.155,-0.259,0.213,0.039
0.161,0.232,0.188,0.448,0.427,0.072
0.5,0.24,-0.136,0.201,-0.487,0.02
0.363,0.232,0.321,-0.407,0.121,0.068
-0.069,-0.269,0.334,-0.352,-0.062,0.0
0.035,-0.282,-0.068,0.098,-0.098,-0.001
0.361,0.28,-0.183,0.063,-0.224,0.063
0.492,-0.308,0.086,0.257,-0.126,0.012
0.382,-0.2,0.331,0.233,-0.342,0.013
0.232,-0.287,-0.27,0.474,0.182,0.009
-0.333,0.398,-0.226,0.353,0.46,0.037
-0.497,-0.055,0.114,-0.089,-0.183,0.044
-0.071,-0.138,-0.331,-0.419,-0.09,-0.004
-0.009,-0.427,0.327,0.17,-0.119,-0.002
-0.363,0.411,0.067,0.025,0.393,0.044
-0.466,0.447,-0.228,0.072,-0.076,0.037
-0.253,-0.364,-0.194,-0.431,0.201,-0.032
0.467,0.285,0.394,0.37,-0.094,0.074
-0.247,0.444,-0.241,0.368,0.424,0.037
-0.241,-0.081,-0.462,-0.154,0.113,0.033
-0.089,-0.374,-0.39,0.412,-0.406,-0.013
-0.455,0.062,0.434,0.094,-0.061,0.045
-0.122,0.002,0.2,-0.188,-0.121,0.039
0.328,-0.05,-0.017,0.433,-0.2,0.063
-0.459,-0.064,0.305,0.121,0.193,0.045
-0.255,-0.099,0.056,0.127,-0.126,0.048
-0.001,0.285,0.391,-0.291,0.262,0.04
0.462,0.293,-0.399,0.334,-0.198,0.063
-0.357,0.378,-0.218,0.151,0.472,0.037
0.433,-0.32,-0.38,0.386,-0.115,0.009
0.023,0.155,0.429,0.217,-0.341,0.044
0.16,0.046,-0.396,0.013,-0.057,0.061
-0.233,0.445,0.231,-0.44,-0.37,0.039
0.252,-0.1,0.216,0.471,-0.452,0.039
0.288,-0.444,-0.371,0.251,-0.361,0.007
0.028,-0.271,0.384,-0.151,0.343,0.001
0.388,-0.328,0.235,0.35,-0.329,0.011
0.035,-0.451,-0.463,0.395,-0.145,-0.001
0.344,-0.492,0.079,-0.104,0.378,0.012
-0.24,-0.033,0.141,-0.273,0.434,0.039
-0.428,0.093,0.324,0.08,-0.323,0.044
0.066,-0.431,0.325,-0.17,0.296,0.001
0.154,0.174,-0.042,0.135,0.293,0.061
0.178,-0.05,-0.099,-0.446,-0.485,0.013
-0.243,0.192,-0.493,-0.406,0.281,0.031
0.139,-0.408,0.419,0.335,0.336,0.011
0.358,-0.491,0.216,-0.272,-0.008,0.01
-0.185,0.172,0.124,0.453,0.349,0.044
-0.242,0.439,-0.406,-0.124,0.051,0.037
0.269,-0.116,0.19,0.194,-0.415,0.073
-0.22,-0.281,0.371,0.438,0.45,-0.026
0.192,0.493,0.102,0.03,-0.341,0.067
0.017,-0.433,-0.329,-0.123,0.034,-0.006
0.31,0.333,0.282,-0.184,0.478,0.068
-0.213,-0.353,0.067,0.281,0.311,-0.026
-0.138,-0.003,-0.096,0.475,-0.262,0.037
-0.319,-0.012,-0.302,-0.051,0.05,0.037
0.019,-0.348,-0.07,-0.169,0.373,-0.008
-0.486,-0.002,-0.484,-0.114,-0.242,0.037
0.291,-0.444,0.042,0.28,0.487,0.009
-0.469,-0.271,0.031,-0.15,-0.319,-0.039
-0.349,0.245,-0.499,0.282,0.244,0.037
0.243,-0.364,0.198,-0.341,0.475,0.01
-0.155,-0.462,0.344,-0.488,0.416,-0.03
-0.031,0.232,-0.207,0.4,0.189,0.037
0.223,-0.053,-0.025,-0.342,-0.447,0.021
-0.355,-0.308,-0.227,0.213,0.158,-0.037
0.246,-0.283,-0.068,-0.191,0.122,0.006
-0.112,0.454,0.052,0.042,0.196,0.044
-0.162,-0.064,0.199,-0.056,-0.041,0.044
0.012,0.237,0.177,-0.236,-0.468,0.005
0.095,-0.08,0.485,-0.315,-0.286,0.064
-0.171,-0.443,-0.206,0.188,-0.327,-0.024
-0.336,-0.323,0.322,-0.238,0.486,-0.036
-0.273,-0.358,0.38,-0.343,0.173,-0.028
0.349,-0.348,-0.295,0.192,-0.171,0.009
0.191,0.304,-0.231,-0.412,0.114,0.052
-0.478,0.347,-0.086,0.273,0.285,0.037
-0.284,0.336,0.277,-0.384,-0.267,0.041
0.136,0.236,-0.471,0.263,-0.343,0.058
-0.43,0.221,-0.348,-0.473,0.309,0.031
-0.14,0.036,-0.4,-0.394,0.463,0.031
-0.014,0.149,-0.264,0.448,-0.463,0.001
0.354,-0.209,0.285,-0.16,0.223,0.01
0.346,-0.102,-0.028,-0.471,0.209,0.057
0.154,-0.152,-0.429,-0.209,-0.162,0.006
0.306,-0.232,0.003,-0.178,-0.34,0.004
-0.384,-0.061,-0.475,0.132,0.37,0.037
-0.08,0.337,-0.191,-0.49,-0.213,0.031
-0.238,0.154,-0.28,0.191,0.293,0.037
0.341,0.454,-0.124,-0.385,0.445,0.054
0.363,0.476,0.494,0.437,-0.443,0.071
-0.403,-0.451,0.309,-0.47,0.251,-0.036
0.164,-0.376,-0.259,-0.034,-0.307,0.006
0.285,0.079,-0.047,-0.349,0.455,0.054
-0.052,-0.399,-0.426,-0.282,0.322,-0.008
-0.097,-0.489,-0.305,-0.425,0.305,-0.004
0.052,-0.01,-0.035,-0.009,-0.41,0.029
0.279,0.335,0.009,-0.285,-0.357,0.052
-0.112,-0.25,0.165,0.368,0.152,-0.021
0.301,0.044,-0.312,0.356,-0.133,0.063
-0.433,0.16,0.383,0.381,0.457,0.045
0.251,-0.337,-0.272,0.207,-0.406,0.006
-0.204,-0.115,-0.391,0.398,-0.182,0.041
-0.429,0.455,0.031,-0.053,0.31,0.037
-0.471,-0.463,-0.313,-0.485,-0.334,-0.05
0.124,-0.329,-0.436,-0.262,-0.425,0.002
-0.264,0.281,-0.494,0.494,0.395,0.037
-0.388,-0.288,0.295,-0.184,0.048,-0.036
-0.086,0.178,0.443,-0.181,0.316,0.04
0.404,0.104,-0.015,0.329,0.014,0.063
-0.369,0.083,0.406,0.017,-0.225,0.045
0.492,0.003,0.314,0.126,0.194,0.074
0.203,0.268,-0.09,-0.184,-0.342,0.049
-0.145,-0.116,0.149,0.231,-0.479,0.001
0.285,-0.268,0.329,0.209,-0.052,0.013
0.101,-0.185,-0.218,0.401,0.295,0.009
-0.478,-0.426,0.38,0.452,-0.076,-0.034
0.335,-0.309,0.098,0.423,-0.246,0.012
0.015,0.184,0.106,0.253,0.037,0.044
-0.327,-0.172,0.452,0.124,-0.208,-0.031
-0.305,0.043,0.253,-0.402,0.339,0.041
-0.128,-0.223,-0.052,0.247,-0.021,-0.022
-0.086,-0.333,-0.002,-0.391,-0.36,-0.003
0.485,0.335,-0.152,-0.208,-0.056,0.054
0.038,0.076,-0.392,-0.07,-0.458,0.006
0.08,0.394,-0.448,-0.132,0.249,0.057
0.197,0.345,-0.448,-0.445,-0.157,0.052
0.191,0.029,-0.376,-0.384,0.417,0.052
0.111,0.084,0.246,0.035,0.364,0.07
0.401,-0.341,0.324,-0.182,-0.264,0.01
-0.236,-0.212,0.102,0.365,0.226,-0.023
0.48,0.18,-0.172,-0.178,0.311,0.054
-0.442,0.224,-0.485,-0.029,-0.352,0.037
-0.218,0.282,-0.142,-0.176,0.422,0.03
-0.458,0.184,-0.464,0.432,-0.294,0.037
0.334,-0.378,0.068,-0.153,-0.282,0.007
-0.068,-0.072,-0.161,-0.409,-0.012,0.034
-0.101,-0.262,0.33,-0.383,0.434,-0.022
-0.361,-0.417,-0.227,0.11,-0.223,-0.037
-0.366,0.445,-0.015,-0.496,0.083,0.031
0.073,-0.04,0.172,-0.366,0.029,0.051
-0.044,-0.223,0.088,-0.245,-0.112,-0.005
0.252,-0.003,0.139,-0.402,0.349,0.066
-0.093,-0.171,-0.186,0.109,0.052,-0.006
-0.468,-0.422,0.424,0.183,0.074,-0.034
0.479,0.264,0.422,-0.428,-0.327,0.064
-0.382,-0.036,-0.204,0.238,0.144,0.037
-0.431,0.011,0.289,0.22,-0.218,0.045
-0.05,0.12,-0.386,0.217,0.122,0.037
-0.037,0.478,-0.419,-0.186,0.172,0.03
-0.029,0.462,0.413,-0.074,0.175,0.045
-0.347,0.074,-0.485,-0.301,-0.21,0.03
0.281,0.169,-0.091,-0.106,0.289,0.063
-0.38,0.16,-0.343,0.344,-0.226,0.037
0.024,-0.417,-0.346,0.097,-0.3,-0.006
-0.39,-0.068,-0.118,0.044,-0.243,0.037
0.19,-0.082,0.234,-0.103,0.457,0.078
-0.247,-0.477,-0.411,0.063,-0.216,-0.03
-0.31,-0.496,-0.139,-0.164,-0.188,-0.04
-0.074,-0.337,-0.445,0.376,-0.135,-0.006
0.336,-0.324,-0.124,-0.181,0.16,0.006
-0.316,0.046,-0.349,-0.033,-0.258,0.037
-0.159,-0.01,-0.028,-0.116,0.188,0.037
0.062,-0.428,-0.299,0.046,-0.391,-0.003
-0.355,-0.371,0.388,0.401,-0.323,-0.034
0.276,0.442,-0.304,0.058,-0.45,0.028
0.059,0.149,-0.396,0.191,-0.268,0.045
-0.343,-0.48,-0.281,-0.262,-0.089,-0.04
0.15,-0.196,0.413,0.038,-0.091,0.013
-0.022,-0.35,0.201,0.091,-0.467,-0.03
0.456,0.143,-0.365,0.139,0.473,0.063
-0.429,0.182,-0.482,0.223,-0.403,0.019
-0.073,-0.195,-0.238,0.138,-0.455,-0.031
0.249,-0.127,-0.451,0.172,-0.084,0.066
0.383,-0.337,0.363,-0.024,0.435,0.013
0.308,0.07,0.068,-0.2,0.276,0.066
0.185,-0.348,0.093,-0.095,-0.28,0.01
