rtp_fs,ld_ind_fs,spd_rat_adj_fs,ph_fs
-0.422,0.206,-0.173,-0.177
0.178,0.214,-0.493,-0.173
0.252,0.071,0.257,-0.173
-0.079,-0.321,0.187,-0.174
0.041,-0.02,0.21,-0.173
0.478,-0.392,-0.016,-0.239
-0.204,-0.092,-0.443,-0.177
-0.315,-0.176,-0.131,-0.177
-0.367,-0.042,0.306,-0.178
-0.474,0.249,0.218,-0.177
-0.101,-0.354,-0.448,-0.174
-0.099,0.334,-0.268,-0.173
0.277,0.458,0.232,-0.173
0.46,-0.297,-0.098,-0.174
-0.107,0.215,0.409,-0.188
-0.391,-0.109,-0.482,-0.177
0.138,-0.32,0.179,-0.174
-0.057,-0.188,-0.064,-0.173
0.042,0.328,0.351,-0.188
-0.194,0.41,0.207,-0.173
-0.028,-0.053,0.431,-0.191
-0.142,-0.333,0.209,-0.174
-0.32,-0.271,0.302,-0.179
0.067,-0.422,-0.489,-0.238
-0.069,0.452,-0.037,-0.173
-0.358,0.497,0.411,-0.192
-0.179,0.346,-0.236,-0.173
-0.055,0.013,-0.474,-0.173
-0.276,-0.321,0.207,-0.178
-0.153,0.214,-0.288,-0.173
-0.41,0.364,0.167,-0.177
0.38,0.329,-0.469,-0.173
0.422,-0.433,-0.465,-0.238
-0.077,-0.327,-0.42,-0.174
-0.039,0.417,-0.016,-0.173
-0.315,0.047,-0.09,-0.177
0.455,-0.353,-0.081,-0.174
0.475,-0.387,0.478,-0.232
0.281,-0.235,0.454,-0.191
0.028,0.005,0.211,-0.173
0.361,0.328,-0.237,-0.173
0.262,0.183,-0.41,-0.173
0.138,-0.089,-0.26,-0.173
-0.326,-0.369,0.004,-0.186
0.474,-0.367,0.179,-0.185
-0.287,0.022,0.247,-0.177
-0.387,0.225,0.18,-0.177
0.071,-0.395,-0.419,-0.239
0.121,-0.379,0.481,-0.21
-0.26,0.489,-0.383,-0.177
0.443,0.386,0.384,-0.188
-0.334,-0.261,0.479,-0.206
0.249,-0.47,-0.015,-0.25
-0.143,0.379,0.153,-0.173
0.113,0.448,-0.433,-0.173
-0.229,0.142,0.279,-0.178
-0.381,0.157,-0.022,-0.177
-0.161,-0.379,-0.247,-0.182
0.163,0.264,-0.397,-0.173
0.099,0.38,-0.305,-0.173
0.251,-0.171,-0.324,-0.173
0.074,-0.249,-0.288,-0.173
0.467,0.117,0.295,-0.174
-0.321,0.186,-0.426,-0.177
0.033,0.244,-0.261,-0.173
0.463,-0.231,-0.324,-0.173
-0.211,0.294,-0.216,-0.177
-0.058,-0.473,-0.284,-0.25
0.229,-0.31,-0.037,-0.174
0.24,0.006,0.242,-0.173
-0.213,0.199,-0.329,-0.177
0.179,0.066,-0.292,-0.173
0.059,0.307,-0.143,-0.173
0.369,-0.288,-0.29,-0.174
0.131,-0.44,-0.297,-0.238
0.478,-0.215,0.063,-0.173
-0.209,-0.115,-0.492,-0.177
-0.03,-0.452,0.104,-0.249
0.467,-0.451,-0.202,-0.249
0.226,0.425,0.261,-0.173
0.404,-0.458,0.421,-0.243
-0.488,-0.338,-0.357,-0.178
-0.247,0.467,0.236,-0.177
-0.138,0.0,0.278,-0.173
-0.342,-0.151,0.383,-0.192
-0.304,0.045,0.492,-0.206
0.368,0.243,0.093,-0.173
-0.195,-0.452,0.192,-0.247
0.205,0.309,0.482,-0.206
-0.062,-0.325,0.022,-0.174
-0.324,0.424,-0.4,-0.177
-0.328,-0.201,0.4,-0.192
-0.115,-0.453,0.291,-0.249
-0.002,-0.469,0.29,-0.25
-0.044,-0.421,0.319,-0.238
-0.477,0.094,0.418,-0.196
-0.352,0.317,-0.191,-0.177
-0.384,0.229,-0.348,-0.177
-0.188,-0.015,-0.2,-0.173
0.22,0.361,-0.002,-0.173
-0.366,-0.351,0.152,-0.178
-0.483,-0.301,-0.307,-0.178
0.224,-0.386,0.332,-0.239
0.151,0.408,0.16,-0.173
0.271,-0.437,0.216,-0.238
0.124,-0.312,-0.207,-0.174
-0.331,0.023,0.138,-0.177
0.464,-0.186,-0.411,-0.173
0.206,-0.029,0.173,-0.173
0.155,0.075,0.337,-0.174
-0.259,-0.42,0.297,-0.246
0.345,-0.348,0.203,-0.174
0.076,-0.335,0.205,-0.174
0.316,-0.347,-0.013,-0.174
0.151,0.374,-0.469,-0.173
0.46,-0.046,0.06,-0.173
-0.004,-0.189,-0.124,-0.173
0.094,-0.165,0.025,-0.173
0.485,-0.352,0.32,-0.175
-0.125,0.106,-0.186,-0.173
0.43,-0.021,0.473,-0.206
-0.089,0.296,0.208,-0.173
-0.115,0.374,0.091,-0.173
-0.004,-0.313,-0.407,-0.174
-0.048,-0.348,-0.368,-0.174
-0.106,0.28,0.41,-0.188
-0.068,0.301,0.287,-0.173
0.071,0.191,0.143,-0.173
-0.288,0.18,-0.065,-0.177
-0.064,0.061,-0.081,-0.173
-0.089,-0.007,0.13,-0.173
-0.479,0.226,-0.021,-0.177
0.424,0.106,-0.26,-0.173
0.225,-0.229,0.144,-0.173
-0.445,0.065,-0.289,-0.177
-0.151,0.054,-0.491,-0.173
-0.134,-0.307,0.491,-0.206
0.02,-0.359,0.189,-0.185
-0.39,0.12,-0.124,-0.177
0.419,0.334,-0.253,-0.173
0.456,0.385,-0.314,-0.173
0.424,0.156,0.081,-0.173
0.284,0.381,0.244,-0.173
0.013,0.459,-0.488,-0.173
-0.013,-0.101,0.097,-0.173
-0.178,0.037,-0.215,-0.173
0.434,-0.334,0.14,-0.174
0.193,0.185,0.482,-0.206
0.358,-0.447,0.44,-0.243
0.469,-0.157,0.16,-0.173
-0.215,-0.349,0.308,-0.179
-0.112,0.237,-0.217,-0.173
-0.215,-0.468,-0.17,-0.247
-0.151,-0.264,-0.129,-0.174
-0.374,-0.269,0.265,-0.178
0.404,-0.228,0.175,-0.173
-0.266,0.474,-0.479,-0.177
0.133,-0.499,0.303,-0.25
-0.117,0.267,-0.08,-0.173
-0.073,-0.429,-0.047,-0.238
0.412,0.482,-0.381,-0.173
-0.058,-0.026,-0.382,-0.173
-0.057,-0.335,-0.294,-0.174
0.276,0.371,0.331,-0.174
-0.471,-0.194,-0.384,-0.177
0.287,-0.015,-0.211,-0.173
0.078,0.117,0.415,-0.191
-0.007,-0.064,0.488,-0.206
-0.296,0.119,-0.286,-0.177
0.372,0.436,0.343,-0.188
-0.089,-0.266,0.094,-0.174
-0.444,-0.009,-0.202,-0.177
-0.219,-0.194,0.223,-0.177
0.34,0.19,0.4,-0.188
-0.092,0.088,0.359,-0.188
0.386,-0.346,-0.276,-0.174
-0.29,-0.207,0.118,-0.177
0.357,-0.024,-0.352,-0.173
0.24,0.208,0.06,-0.173
0.469,-0.301,0.202,-0.174
-0.474,-0.085,-0.02,-0.177
0.27,0.156,0.377,-0.188
-0.23,0.019,0.208,-0.177
-0.234,-0.128,-0.169,-0.177
-0.25,-0.175,0.015,-0.177
0.033,-0.1,0.123,-0.173
0.445,-0.224,0.312,-0.174
-0.256,0.113,0.321,-0.178
0.145,-0.085,0.432,-0.191
0.227,0.455,-0.448,-0.173
-0.152,-0.329,0.386,-0.188
0.161,-0.035,0.422,-0.191
0.338,0.062,0.387,-0.188
-0.169,0.183,-0.335,-0.173
0.296,0.264,-0.322,-0.173
0.481,0.481,0.324,-0.174
-0.433,-0.119,0.156,-0.177
0.464,0.067,-0.254,-0.173
-0.357,0.275,0.088,-0.177
-0.436,0.383,0.231,-0.177
-0.426,0.008,-0.375,-0.177
0.454,-0.421,0.369,-0.238
0.171,0.061,0.209,-0.173
-0.41,0.266,-0.075,-0.177
-0.368,0.325,-0.433,-0.177
0.204,0.33,0.198,-0.173
-0.019,0.24,-0.461,-0.173
0.343,0.008,0.15,-0.173
0.386,0.387,-0.396,-0.173
-0.127,0.381,-0.071,-0.173
0.208,0.133,-0.471,-0.173
-0.465,0.12,-0.111,-0.177
-0.006,-0.401,-0.201,-0.239
-0.46,0.231,-0.22,-0.177
0.413,0.351,-0.395,-0.173
0.305,0.389,0.4,-0.188
-0.175,0.452,0.051,-0.173
0.143,0.005,0.11,-0.173
-0.087,0.356,-0.044,-0.173
0.068,0.386,-0.27,-0.173
0.122,0.2,-0.311,-0.173
0.466,-0.444,0.11,-0.249
-0.095,-0.32,0.499,-0.206
0.403,-0.177,-0.182,-0.173
0.463,0.445,-0.468,-0.173
-0.039,-0.309,-0.11,-0.174
0.016,0.109,-0.494,-0.173
-0.166,-0.041,0.211,-0.173
0.4,0.075,-0.017,-0.173
-0.436,0.008,0.249,-0.177
0.467,-0.038,0.303,-0.174
0.193,0.164,-0.19,-0.173
0.236,-0.225,-0.087,-0.173
-0.218,0.318,-0.23,-0.177
-0.247,-0.005,0.358,-0.193
-0.361,-0.094,0.053,-0.177
-0.445,-0.063,-0.134,-0.177
0.111,-0.256,0.336,-0.174
0.231,0.212,-0.168,-0.173
-0.246,-0.189,-0.067,-0.177
0.12,-0.065,0.442,-0.191
-0.033,0.151,0.055,-0.173
-0.233,-0.122,0.232,-0.177
-0.101,0.452,-0.173,-0.173
-0.207,-0.273,-0.184,-0.178
-0.375,-0.354,-0.117,-0.178
-0.409,-0.359,0.129,-0.186
0.06,-0.059,0.277,-0.174
-0.438,-0.32,-0.48,-0.178
-0.093,-0.182,-0.055,-0.173
-0.427,-0.226,-0.133,-0.177
-0.236,0.105,-0.311,-0.177
-0.214,-0.449,0.057,-0.247
-0.163,0.001,0.49,-0.206
-0.139,0.463,0.411,-0.191
0.216,0.435,0.236,-0.173
0.484,-0.354,0.389,-0.188
-0.083,-0.195,0.12,-0.173
-0.097,0.209,-0.452,-0.173
0.005,-0.041,0.006,-0.173
0.4,-0.041,0.194,-0.173
-0.121,0.314,0.016,-0.173
0.325,0.434,0.105,-0.173
0.04,0.051,0.289,-0.174
-0.081,0.361,0.019,-0.173
-0.123,-0.199,0.063,-0.173
0.114,0.342,-0.181,-0.173
-0.475,0.342,0.208,-0.177
-0.332,-0.316,0.449,-0.196
0.154,-0.299,-0.034,-0.174
0.389,-0.099,-0.361,-0.173
0.171,-0.164,0.22,-0.173
0.249,0.008,0.17,-0.173
0.271,-0.324,0.263,-0.174
0.133,0.025,-0.411,-0.173
0.252,-0.313,0.19,-0.174
-0.106,-0.28,0.299,-0.175
-0.151,0.144,-0.286,-0.173
-0.066,0.093,0.261,-0.173
-0.416,0.402,-0.494,-0.177
-0.286,-0.259,-0.128,-0.177
-0.108,0.443,-0.142,-0.173
0.055,0.304,-0.389,-0.173
0.287,0.488,-0.406,-0.173
-0.477,0.226,0.231,-0.177
-0.475,0.02,-0.047,-0.177
-0.381,-0.15,0.482,-0.206
-0.465,0.225,0.141,-0.177
-0.393,-0.216,0.211,-0.177
-0.289,-0.385,0.384,-0.247
-0.172,-0.026,-0.311,-0.173
-0.364,0.118,-0.409,-0.177
-0.351,-0.198,-0.312,-0.177
-0.005,0.303,-0.347,-0.173
0.245,-0.146,0.491,-0.206
-0.242,-0.429,0.049,-0.236
0.221,0.431,-0.121,-0.173
-0.234,0.116,-0.464,-0.177
-0.053,0.16,-0.115,-0.173
0.071,0.137,0.467,-0.206
0.371,-0.086,0.261,-0.173
-0.483,0.487,0.465,-0.206
0.015,0.394,-0.128,-0.173
-0.143,-0.45,0.429,-0.248
-0.222,-0.288,0.496,-0.206
0.063,-0.243,0.004,-0.173
0.047,-0.387,0.373,-0.239
0.37,-0.153,-0.214,-0.173
-0.356,-0.021,0.364,-0.193
0.321,-0.377,0.014,-0.185
-0.305,-0.301,0.004,-0.178
-0.368,-0.298,0.472,-0.206
-0.24,-0.225,-0.246,-0.177
-0.452,0.306,0.407,-0.192
-0.005,-0.449,0.315,-0.249
0.103,-0.081,0.372,-0.188
0.201,-0.003,0.088,-0.173
0.037,-0.317,0.444,-0.191
0.455,0.388,-0.019,-0.173
-0.049,-0.138,0.265,-0.173
0.17,-0.246,0.37,-0.188
-0.314,0.079,-0.354,-0.177
-0.297,-0.088,0.085,-0.177
-0.433,-0.268,-0.098,-0.178
0.223,-0.069,0.004,-0.173
0.076,0.126,0.082,-0.173
-0.111,-0.018,-0.168,-0.173
0.402,0.115,0.019,-0.173
0.332,-0.38,-0.165,-0.185
0.158,0.482,0.098,-0.173
-0.147,-0.207,-0.292,-0.173
-0.318,-0.2,-0.06,-0.177
-0.469,-0.438,0.049,-0.246
-0.256,-0.296,-0.485,-0.178
-0.367,-0.01,-0.388,-0.177
-0.337,-0.459,-0.381,-0.249
-0.089,-0.436,0.441,-0.232
0.243,0.168,-0.4,-0.173
0.103,-0.29,0.214,-0.174
0.073,-0.127,0.479,-0.206
-0.485,0.322,-0.016,-0.177
0.286,-0.304,-0.461,-0.174
-0.294,0.2,0.007,-0.177
0.23,0.222,0.052,-0.173
-0.268,0.459,-0.157,-0.177
0.119,-0.114,-0.177,-0.173
-0.337,-0.033,0.047,-0.177
-0.122,-0.242,-0.408,-0.173
-0.112,-0.126,-0.356,-0.173
-0.098,-0.124,-0.471,-0.173
-0.335,0.317,-0.371,-0.177
-0.436,-0.444,-0.429,-0.247
-0.335,-0.471,-0.227,-0.249
-0.22,0.421,-0.147,-0.177
-0.311,0.015,0.294,-0.178
0.402,-0.102,-0.157,-0.173
0.053,0.382,0.211,-0.173
-0.234,0.062,0.339,-0.178
0.404,-0.172,-0.123,-0.173
0.052,-0.35,-0.407,-0.174
0.166,0.151,-0.062,-0.173
0.304,-0.456,-0.167,-0.249
0.109,0.173,0.15,-0.173
0.137,-0.24,-0.297,-0.173
-0.454,0.266,-0.366,-0.177
0.483,-0.199,-0.061,-0.173
0.049,-0.154,-0.01,-0.173
0.184,0.06,-0.228,-0.173
0.262,-0.475,-0.314,-0.25
0.234,-0.157,0.247,-0.173
-0.364,-0.072,-0.366,-0.177
-0.175,0.023,0.347,-0.188
0.477,0.013,0.084,-0.173
-0.171,0.399,-0.405,-0.173
0.496,-0.377,0.361,-0.202
0.127,-0.027,-0.425,-0.173
-0.042,-0.199,-0.121,-0.173
-0.456,0.266,0.426,-0.196
-0.448,-0.257,0.173,-0.177
0.002,0.314,0.422,-0.191
0.198,-0.274,-0.41,-0.174
-0.124,-0.025,0.453,-0.191
0.182,-0.029,-0.325,-0.173
0.171,-0.384,0.039,-0.185
0.1,0.101,0.175,-0.173
0.014,-0.105,-0.18,-0.173
-0.288,0.306,0.462,-0.196
0.174,0.359,0.413,-0.191
0.48,-0.234,-0.342,-0.173
-0.345,-0.145,-0.457,-0.177
0.193,0.414,0.123,-0.173
-0.384,-0.12,-0.416,-0.177
0.166,-0.287,-0.403,-0.174
-0.437,0.494,0.323,-0.178
0.18,-0.015,-0.285,-0.173
0.229,0.444,-0.087,-0.173
0.028,0.321,-0.157,-0.173
-0.191,0.492,-0.338,-0.173
0.282,-0.204,0.108,-0.173
-0.474,0.349,0.324,-0.178
0.18,0.115,0.46,-0.191
-0.138,0.306,-0.465,-0.173
0.499,0.353,-0.112,-0.173
0.078,0.133,-0.115,-0.173
0.263,-0.081,0.262,-0.173
-0.385,-0.346,0.198,-0.178
-0.311,-0.318,0.377,-0.192
-0.275,0.156,0.215,-0.177
0.442,0.405,-0.001,-0.173
0.038,0.244,0.466,-0.206
0.424,0.275,-0.017,-0.173
-0.197,-0.282,0.323,-0.179
0.294,-0.179,-0.013,-0.173
0.166,0.464,0.493,-0.206
-0.443,-0.048,-0.365,-0.177
0.102,-0.345,0.421,-0.188
0.27,-0.492,0.167,-0.25
0.103,0.051,0.259,-0.173
-0.368,-0.336,0.029,-0.178
0.332,-0.465,0.151,-0.25
-0.247,-0.143,0.24,-0.177
0.331,0.049,-0.355,-0.173
0.396,0.343,-0.133,-0.173
0.406,-0.42,0.326,-0.238
0.471,-0.497,-0.238,-0.25
-0.465,0.407,0.261,-0.177
0.424,-0.065,0.295,-0.174
0.49,-0.053,-0.164,-0.173
-0.156,-0.345,-0.47,-0.174
0.256,0.222,0.022,-0.173
-0.207,-0.248,-0.355,-0.177
0.407,-0.493,0.271,-0.25
-0.456,0.459,-0.495,-0.177
-0.225,-0.349,0.126,-0.178
0.324,-0.466,0.165,-0.25
-0.236,0.446,-0.007,-0.177
-0.316,-0.443,-0.111,-0.247
0.402,0.173,-0.363,-0.173
-0.326,0.396,-0.197,-0.177
0.469,0.456,-0.222,-0.173
-0.11,-0.264,-0.208,-0.174
-0.182,-0.257,-0.056,-0.173
-0.338,0.289,-0.366,-0.177
0.21,0.217,-0.081,-0.173
0.007,0.441,0.306,-0.174
-0.097,0.3,0.253,-0.173
0.418,0.25,0.494,-0.206
-0.203,-0.046,-0.5,-0.177
-0.045,-0.483,-0.428,-0.25
0.416,0.338,-0.41,-0.173
-0.104,-0.371,0.168,-0.185
-0.082,0.126,0.195,-0.173
-0.208,-0.431,0.076,-0.236
-0.354,0.247,-0.395,-0.177
0.374,0.087,0.28,-0.174
-0.409,-0.424,-0.079,-0.246
-0.037,0.414,-0.107,-0.173
0.179,0.332,0.474,-0.206
0.022,0.316,-0.131,-0.173
-0.152,0.362,-0.115,-0.173
0.318,-0.107,-0.193,-0.173
0.376,0.003,0.291,-0.174
-0.372,0.382,-0.042,-0.177
-0.387,-0.439,0.349,-0.246
-0.265,-0.016,0.089,-0.177
-0.308,-0.009,-0.175,-0.177
0.015,0.12,-0.309,-0.173
0.475,0.179,0.171,-0.173
0.496,0.476,0.389,-0.188
-0.411,0.257,0.246,-0.177
-0.191,-0.479,0.079,-0.247
-0.477,0.241,-0.484,-0.177
0.384,0.125,0.081,-0.173
0.388,0.195,0.328,-0.174
-0.475,-0.464,0.179,-0.249
0.071,0.446,0.248,-0.173
-0.368,0.075,-0.398,-0.177
-0.124,0.193,0.46,-0.191
0.206,-0.135,0.252,-0.173
-0.069,-0.39,-0.356,-0.239
-0.258,0.483,0.307,-0.178
-0.483,0.065,0.109,-0.177
-0.212,0.391,-0.056,-0.177
0.043,0.14,-0.047,-0.173
0.334,-0.104,-0.354,-0.173
-0.157,-0.033,0.352,-0.188
-0.09,-0.055,-0.436,-0.173
0.196,-0.15,0.055,-0.173
-0.242,0.061,0.285,-0.178
-0.09,-0.019,-0.219,-0.173
-0.342,-0.387,0.253,-0.247
-0.054,0.236,0.375,-0.188
-0.204,-0.078,-0.421,-0.177
-0.211,-0.42,0.142,-0.236
-0.182,-0.052,0.219,-0.173
-0.101,-0.187,-0.022,-0.173
-0.499,0.042,0.44,-0.196
0.141,-0.085,0.421,-0.191
-0.062,0.295,0.025,-0.173
-0.082,-0.188,-0.016,-0.173
0.145,-0.117,-0.014,-0.173
-0.361,-0.029,-0.123,-0.177
-0.038,-0.298,0.378,-0.188
-0.381,-0.281,0.252,-0.178
-0.341,-0.075,0.327,-0.178
0.153,0.084,-0.327,-0.173
-0.439,0.055,-0.165,-0.177
0.247,0.167,0.096,-0.173
-0.041,-0.379,-0.435,-0.185
0.35,-0.291,0.081,-0.174
-0.076,0.385,0.005,-0.173
0.017,0.244,-0.16,-0.173
0.185,-0.468,0.011,-0.25
-0.055,-0.264,-0.009,-0.174
0.01,0.222,0.212,-0.173
0.098,-0.247,0.462,-0.191
0.063,-0.316,0.156,-0.174
-0.206,-0.042,0.105,-0.177
-0.024,0.065,0.383,-0.188
-0.152,0.323,0.162,-0.173
-0.404,0.145,0.402,-0.192
-0.264,-0.293,0.017,-0.178
0.46,0.406,0.022,-0.173
-0.267,0.487,-0.058,-0.177
0.422,-0.135,0.214,-0.173
0.053,-0.459,0.101,-0.25
0.077,-0.232,0.031,-0.173
-0.391,-0.419,0.41,-0.246
-0.351,-0.095,0.258,-0.177
0.181,-0.086,-0.192,-0.173
-0.231,-0.277,-0.228,-0.178
-0.243,0.423,-0.434,-0.177
-0.346,-0.29,0.047,-0.178
0.046,-0.319,0.256,-0.174
-0.453,-0.084,-0.191,-0.177
0.222,0.384,-0.192,-0.173
0.147,-0.43,-0.114,-0.238
0.386,-0.372,0.048,-0.185
-0.082,0.466,0.134,-0.173
0.339,0.188,-0.106,-0.173
-0.234,-0.309,-0.341,-0.178
-0.045,0.138,0.309,-0.173
0.027,-0.425,-0.41,-0.238
-0.396,0.308,-0.329,-0.177
-0.108,0.294,-0.033,-0.173
-0.273,0.007,-0.258,-0.177
0.215,-0.342,0.016,-0.174
0.426,-0.298,-0.122,-0.174
-0.488,-0.402,-0.306,-0.247
0.076,-0.049,0.4,-0.188
-0.185,0.292,0.236,-0.173
-0.113,0.14,-0.393,-0.173
0.421,0.154,0.44,-0.191
-0.25,0.293,-0.38,-0.177
-0.209,-0.065,-0.167,-0.177
-0.05,-0.321,-0.47,-0.174
0.412,-0.458,0.485,-0.243
0.129,-0.109,0.126,-0.173
-0.179,0.023,0.231,-0.173
-0.161,-0.428,0.259,-0.236
0.028,0.103,0.283,-0.174
0.303,-0.119,-0.436,-0.173
-0.368,-0.413,0.078,-0.247
0.02,-0.021,0.05,-0.173
0.059,-0.012,-0.106,-0.173
0.2,-0.426,0.169,-0.238
-0.455,-0.184,0.301,-0.178
0.461,0.443,-0.478,-0.173
0.365,-0.074,0.195,-0.173
0.405,-0.352,0.281,-0.175
-0.176,-0.164,0.04,-0.173
0.28,-0.242,-0.308,-0.173
0.207,0.004,0.354,-0.188
0.122,-0.195,-0.484,-0.173
-0.172,-0.067,-0.099,-0.173
-0.028,-0.043,0.206,-0.173
-0.464,-0.014,0.071,-0.177
-0.482,0.231,0.098,-0.177
0.091,0.484,-0.053,-0.173
0.127,0.296,0.047,-0.173
-0.005,0.374,-0.249,-0.173
0.041,-0.495,0.036,-0.25
-0.208,-0.147,-0.332,-0.177
0.21,-0.249,0.272,-0.174
0.396,-0.428,-0.409,-0.238
-0.051,-0.462,-0.209,-0.25
0.064,-0.075,0.433,-0.191
0.436,0.419,-0.399,-0.173
-0.255,0.361,-0.433,-0.177
0.124,-0.169,0.245,-0.173
-0.253,-0.318,-0.209,-0.178
-0.11,0.261,0.159,-0.173
0.066,-0.43,-0.396,-0.238
-0.072,0.16,-0.433,-0.173
0.337,-0.133,0.208,-0.173
0.403,-0.297,0.037,-0.174
0.089,0.469,-0.331,-0.173
-0.109,0.489,-0.122,-0.173
-0.369,0.3,0.315,-0.178
0.341,-0.365,0.266,-0.185
-0.18,-0.143,-0.36,-0.173
0.407,0.06,0.245,-0.173
-0.334,0.243,0.236,-0.177
-0.394,0.491,-0.492,-0.177
-0.334,-0.221,0.048,-0.177
0.239,0.315,0.001,-0.173
0.038,-0.119,0.26,-0.173
0.257,0.362,0.103,-0.173
-0.036,-0.243,0.061,-0.173
-0.329,0.111,0.233,-0.177
0.195,0.028,0.205,-0.173
0.204,0.177,-0.004,-0.173
0.197,-0.035,0.244,-0.173
-0.245,-0.33,0.422,-0.196
-0.375,0.022,-0.451,-0.177
-0.092,0.409,0.328,-0.173
-0.405,-0.493,-0.206,-0.249
0.175,-0.32,-0.034,-0.174
0.181,0.09,-0.075,-0.173
-0.487,0.4,0.375,-0.193
0.126,0.034,0.489,-0.206
0.172,0.025,-0.227,-0.173
0.266,0.478,-0.07,-0.173
-0.481,-0.068,-0.234,-0.177
-0.127,-0.488,0.404,-0.25
0.487,0.118,-0.05,-0.173
-0.307,0.042,-0.497,-0.177
0.441,-0.127,0.005,-0.173
0.409,0.234,-0.151,-0.173
0.376,0.387,0.499,-0.206
0.193,0.354,-0.242,-0.173
0.403,-0.046,0.1,-0.173
0.391,-0.222,0.083,-0.173
-0.444,0.11,0.22,-0.177
-0.034,0.197,-0.323,-0.173
-0.494,0.377,-0.458,-0.177
-0.258,0.263,-0.308,-0.177
-0.242,0.304,0.348,-0.193
0.382,-0.115,0.189,-0.173
0.412,0.001,-0.124,-0.173
0.256,-0.217,-0.287,-0.173
-0.029,-0.121,0.365,-0.188
0.355,-0.206,0.254,-0.173
-0.056,-0.121,0.272,-0.173
0.48,0.316,-0.23,-0.173
-0.388,-0.487,0.478,-0.251
-0.352,0.085,0.161,-0.177
-0.047,-0.293,-0.31,-0.174
0.099,-0.334,-0.18,-0.174
-0.073,-0.368,-0.041,-0.185
-0.317,0.252,0.059,-0.177
-0.057,-0.372,0.127,-0.185
0.088,0.459,0.4,-0.188
-0.493,-0.129,-0.062,-0.177
-0.113,-0.198,0.475,-0.206
-0.482,-0.036,0.317,-0.178
0.364,0.421,0.485,-0.206
-0.234,-0.293,0.475,-0.206
-0.218,0.468,-0.329,-0.177
0.258,0.208,0.029,-0.173
-0.41,0.011,-0.438,-0.177
0.242,0.374,0.169,-0.173
0.008,0.359,0.192,-0.173
-0.185,-0.251,0.149,-0.173
0.265,0.203,-0.117,-0.173
0.491,-0.175,-0.148,-0.173
0.47,0.149,0.449,-0.191
0.01,0.324,-0.235,-0.173
0.406,0.473,0.436,-0.191
0.164,0.194,-0.254,-0.173
-0.055,0.109,-0.16,-0.173
-0.147,-0.354,0.347,-0.188
0.129,-0.078,-0.016,-0.173
-0.482,0.029,-0.101,-0.177
-0.11,0.335,-0.12,-0.173
-0.286,0.051,0.102,-0.177
0.136,0.263,-0.343,-0.173
-0.374,0.182,-0.389,-0.177
0.194,-0.492,-0.35,-0.25
-0.341,-0.073,-0.394,-0.177
0.24,-0.051,-0.106,-0.173
-0.179,0.206,-0.49,-0.173
-0.146,0.362,0.068,-0.173
0.005,-0.009,-0.011,-0.173
0.499,0.467,0.0,-0.173
-0.034,0.308,-0.185,-0.173
0.309,0.022,-0.255,-0.173
-0.026,-0.411,-0.001,-0.239
0.219,-0.09,0.116,-0.173
-0.363,0.474,0.169,-0.177
0.46,-0.421,-0.259,-0.238
-0.174,0.044,-0.33,-0.173
0.085,-0.043,0.34,-0.188
-0.478,0.351,0.073,-0.177
-0.459,-0.039,0.407,-0.192
0.104,-0.173,-0.06,-0.173
-0.456,-0.244,-0.452,-0.177
-0.18,-0.433,0.206,-0.236
-0.208,-0.461,0.121,-0.247
-0.317,0.347,0.328,-0.178
-0.198,-0.334,0.411,-0.192
-0.274,-0.396,0.305,-0.247
0.145,-0.168,0.132,-0.173
0.16,-0.478,0.023,-0.25
-0.308,0.316,0.386,-0.192
0.222,0.281,0.159,-0.173
-0.232,0.08,0.429,-0.196
-0.227,-0.258,0.499,-0.206
0.339,-0.091,-0.218,-0.173
-0.423,0.299,0.263,-0.177
-0.282,-0.201,-0.234,-0.177
0.333,0.37,0.218,-0.173
-0.45,0.229,-0.229,-0.177
0.229,-0.429,0.129,-0.238
-0.054,-0.185,0.199,-0.173
0.382,0.15,-0.058,-0.173
-0.179,0.189,0.368,-0.188
-0.395,0.248,-0.115,-0.177
-0.45,-0.331,0.435,-0.192
-0.466,0.332,0.009,-0.177
-0.0,-0.111,0.235,-0.173
-0.195,0.207,-0.14,-0.177
0.357,-0.246,0.413,-0.191
0.161,0.2,0.369,-0.188
0.077,-0.21,-0.038,-0.173
-0.282,0.164,-0.09,-0.177
0.446,0.01,0.013,-0.173
-0.286,-0.114,-0.374,-0.177
0.297,-0.428,0.494,-0.232
-0.22,0.029,-0.043,-0.177
-0.279,-0.336,0.417,-0.192
0.174,0.239,0.156,-0.173
-0.259,-0.072,0.23,-0.177
0.467,-0.071,-0.107,-0.173
0.143,0.06,0.463,-0.191
0.487,-0.3,0.238,-0.174
0.212,-0.357,-0.243,-0.174
0.192,-0.207,0.23,-0.173
0.422,0.416,0.493,-0.206
-0.324,-0.363,-0.191,-0.186
-0.469,0.489,0.232,-0.177
-0.236,0.015,-0.41,-0.177
-0.148,-0.266,-0.17,-0.174
0.295,-0.37,0.099,-0.185
0.301,-0.047,0.01,-0.173
-0.263,-0.264,-0.475,-0.178
-0.442,0.309,0.197,-0.177
0.421,0.296,-0.158,-0.173
-0.361,-0.477,0.051,-0.249
-0.123,-0.37,0.194,-0.185
0.264,0.209,0.235,-0.173
-0.461,0.0,0.073,-0.177
-0.46,0.132,0.147,-0.177
0.487,-0.01,-0.358,-0.173
